D,R,N_R,H_R,C_sigma_inerte
-43,30721,1057,1.002018163471,0.354795365557
-43,30741,1724,1.666666666667,0.347705665889
-43,30761,1164,1.106628523130,0.353361517401
-43,30781,1035,1.000000000000,0.347498968417
-43,30801,1700,1.666991331450,0.342195231106
-43,30821,1543,1.398234969664,0.370074794038
-43,30841,1050,1.000000000000,0.351915640388
-43,30861,2143,1.995884773663,0.359651328831
-43,30881,1062,1.000064764742,0.355498039796
-43,30901,1069,1.000841396719,0.357354523515
-43,30921,1720,1.670224119530,0.344339398803
-43,30941,1046,1.000000000000,0.349551403208
-43,30961,1375,1.286295662285,0.357016069982
-43,30981,1754,1.674090571641,0.349722181706
-43,31001,1129,1.070965452727,0.351672048511
-43,31021,1077,1.004319654428,0.357528036859
-43,31041,1983,1.888888888889,0.349808065242
-43,31061,1092,1.028331347993,0.353631052716
-43,31081,1057,1.000000000000,0.351789840797
-43,31101,2271,2.145750940484,0.352041420803
-43,31121,1051,1.000064265287,0.349364317551
-43,31141,1229,1.120098904981,0.364541693348
-43,31161,1739,1.666666666667,0.346458041539
-43,31181,1064,1.000000000000,0.353093496797
-43,31201,1069,1.002628120894,0.353617990566
-43,31221,2002,1.889977899491,0.351117496925
-43,31241,1380,1.286290451650,0.355413500731
-43,31261,44,1.002751031637,0.014527883692
-43,31281,1746,1.666666666667,0.346646930496
-43,31301,1092,1.025047123095,0.352305894181
-43,31321,1077,1.000000000000,0.355964096679
-43,31341,1751,1.666666666667,0.347038325329
-43,31361,1058,1.000000000000,0.349281366751
-43,31381,1396,1.285714285714,0.358245352044
-43,31401,2118,1.966338651635,0.355187177087
-43,31421,1076,1.000000000000,0.354610908318
-43,31441,1072,1.001463057791,0.352573778145
-43,31461,1746,1.666666666667,0.344854694737
-43,31481,1077,1.000063530383,0.354306743553
-43,31501,1074,1.000000000000,0.353139579332
-43,31521,2574,2.368421052632,0.357143466068
-43,31541,1072,1.000063409530,0.352055755715
-43,31561,1168,1.054054054054,0.363726914764
-43,31581,2211,2.019157088123,0.359224167938
-43,31601,1073,1.000063289136,0.351779671547
-43,31621,1062,1.000000000000,0.347996410406
-43,31641,1790,1.683417085427,0.348227807345
-43,31661,1388,1.286282808503,0.353189028727
-43,31681,1073,1.000820681165,0.350711385407
-43,31701,1750,1.666982114129,0.343214705912
-43,31721,1068,1.000063049715,0.348943546537
-43,31741,1101,1.000063009987,0.359520723121
-43,31761,2026,1.889959384150,0.349867637171
-43,31781,1147,1.036751518203,0.360876433886
-43,31801,1462,1.326530612245,0.359296525013
-43,31821,1774,1.666980924547,0.346736208611
-43,31841,1079,1.000000000000,0.351359013227
-43,31861,1126,1.022849251436,0.358269641736
-43,31881,1770,1.666666666667,0.345431164676
-43,31901,1259,1.135544340303,0.360423031857
-43,31921,1111,1.023307540491,0.352738482489
-43,31941,2792,2.523809523810,0.359217928599
-43,31961,1102,1.001939864210,0.356938556685
-43,31981,1082,1.000062537131,0.350920014707
-43,32001,1769,1.666979156901,0.344001521810
-43,32021,1129,1.028169014085,0.355751669273
-43,32041,1089,1.011235604382,0.348696839145
-43,32061,1794,1.666666666667,0.348338350093
-43,32081,1411,1.285714285714,0.354948557193
-43,32101,1081,1.000000000000,0.349433055065
-43,32121,80,1.888888888889,0.013682877459
-43,32141,1088,1.000062225817,0.351278408205
-43,32161,1191,1.070893317994,0.358897976030
-43,32181,1793,1.671949286846,0.345874598476
-43,32201,1093,1.000807428341,0.352036174516
-43,32221,1435,1.286272927594,0.359412142581
-43,32241,1791,1.666666666667,0.346000942335
-43,32261,1079,1.000000000000,0.347223021076
-43,32281,1212,1.106564232830,0.352265270575
-43,32301,2205,1.990990990991,0.355991850508
-43,32321,1075,1.000061879274,0.345334062021
-43,32341,1096,1.000061841007,0.351883368745
-43,32361,2349,2.142857142857,0.351772760579
-43,32381,1086,1.000061764615,0.348283520411
-43,32401,1096,1.000061726490,0.351294486430
-43,32421,1809,1.666666666667,0.347724437988
-43,32441,1096,1.000061650381,0.350903043922
-43,32461,1126,1.008810572687,0.357182544152
-43,32481,2201,1.987654320988,0.354159503275
-43,32501,1414,1.286268114827,0.351395358398
-43,32521,1097,1.000000000000,0.350463900892
-43,32541,1816,1.666666666667,0.347906427563
-43,32561,1097,1.000000000000,0.350074781911
-43,32581,1123,1.001902949572,0.357492791047
-43,32601,1802,1.666666666667,0.344650060396
-43,32621,1094,1.000061310199,0.348515661212
-43,32641,1434,1.286265739407,0.354984571999
-43,32661,2383,2.109580233306,0.359483198127
-43,32681,1098,1.000000000000,0.349230897610
-43,32701,1106,1.000000000000,0.351580930150
-43,32721,1835,1.670639650377,0.348966290442
-43,32741,1209,1.068965517241,0.359131047273
-43,32761,1108,1.000000000000,0.351633632102
-43,32781,2507,2.230712912968,0.356468979502
-43,32801,1109,1.000000000000,0.351563051078
-43,32821,1100,1.001401541696,0.348030127993
-43,32841,2172,1.931335830212,0.356119137054
-43,32861,1112,1.000000000000,0.351932275569
-43,32881,1135,1.015267175573,0.353615254703
-43,32901,1829,1.670010030090,0.346235353320
-43,32921,1436,1.285714285714,0.352897196128
-43,32941,1117,1.000060714611,0.352717200765
-43,32961,1828,1.666970055520,0.346106667233
-43,32981,45,1.000000000000,0.014195018686
-43,33001,1149,1.032786885246,0.350747669552
-43,33021,2207,1.966173041398,0.353694448929
-43,33041,1340,1.165007112376,0.362231471211
-43,33061,1441,1.285714285714,0.352770225161
-43,33081,1833,1.666968954989,0.345915449373
-43,33101,1131,1.004773269690,0.353909544231
-43,33121,1105,1.000000000000,0.347234524785
-43,33141,1839,1.666968407713,0.346479865511
-43,33161,1119,1.000060311812,0.351229267790
-43,33181,1124,1.000060275459,0.352606441761
-43,33201,2777,2.428571428571,0.358540772885
-43,33221,1111,1.000000000000,0.348169878869
-43,33241,1143,1.000782166601,0.357723553592
-43,33261,1837,1.666666666667,0.345036577676
-43,33281,1136,1.001382170007,0.354933682802
-43,33301,1118,1.000060058257,0.349581633631
-43,33321,2029,1.790912637676,0.354082791216
-43,33341,1476,1.291652919828,0.356945679535
-43,33361,1172,1.031893528371,0.354583802445
-43,33381,2113,1.888888888889,0.349047042538
-43,33401,1137,1.007604562738,0.351905507410
-43,33421,1261,1.106519852787,0.355202968872
-43,33441,1947,1.735444514219,0.349495070727
